name,overall_runs,overall_innings,overall_balls,strike_rate,overall_notout,overall_average,zeros,thirties,fifties,centries,home_innings,home_runs,home_not_out_count,home_average,total_home_ball_faced,home_strike_rate,home_zeros,home_30s,home_50s,home_100s,away_innings,away_runs,away_not_out_count,away_average,total_away_ball_faced,away_strike_rate,away_zeros,away_30s,away_50s,away_100s,form_innings,form_runs,recent_zeros,recent_30s,recent_50s,recent_100s,recent_not_outs,form_average,total_recent_ball_faced,form_strike_rate
JE Root,787,26,631,124.72266244057052,7,41.42105263157895,1,8,4,0,10.0,257.0,3.0,36.714285714285715,201.0,127.86069651741293,1.0,1.0,2.0,0.0,16.0,530.0,4.0,44.166666666666664,430.0,123.25581395348837,0.0,7.0,2.0,0.0,10.0,274.0,1.0,4.0,1.0,0.0,3.0,39.142857142857146,248.0,110.48387096774194
MJ Swepson,3,1,4,75.0,1,inf,0,0,0,0,,,,,,,,,,,1.0,3.0,1.0,0.0,4.0,75.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,4.0,75.0
KJ Coetzer,845,33,663,127.45098039215686,1,26.40625,2,13,3,0,2.0,32.0,0.0,16.0,25.0,128.0,0.0,1.0,0.0,0.0,31.0,813.0,1.0,27.1,638.0,127.4294670846395,2.0,12.0,3.0,0.0,10.0,285.0,0.0,5.0,1.0,0.0,0.0,28.5,207.0,137.68115942028984
Mehran Khan,71,8,64,110.9375,2,11.833333333333334,0,0,0,0,,,,,,,,,,,8.0,71.0,2.0,11.833333333333334,64.0,110.9375,0.0,0.0,0.0,0.0,8.0,71.0,0.0,0.0,0.0,0.0,2.0,11.833333333333334,64.0,110.9375
Soumya Sarkar,718,40,611,117.51227495908348,2,18.894736842105264,5,9,1,0,16.0,321.0,1.0,21.4,265.0,121.13207547169812,2.0,4.0,1.0,0.0,24.0,397.0,1.0,17.26086956521739,346.0,114.73988439306359,3.0,5.0,0.0,0.0,10.0,94.0,1.0,1.0,0.0,0.0,1.0,10.444444444444445,98.0,95.91836734693878
E Chigumbura,755,47,549,137.52276867030966,10,20.405405405405407,6,7,3,0,21.0,342.0,4.0,20.11764705882353,275.0,124.36363636363636,0.0,4.0,1.0,0.0,26.0,413.0,6.0,20.65,274.0,150.72992700729927,6.0,3.0,2.0,0.0,10.0,122.0,1.0,0.0,1.0,0.0,2.0,15.25,112.0,108.92857142857143
E Lewis,637,20,411,154.98783454987836,1,33.526315789473685,1,0,4,2,9.0,308.0,1.0,38.5,219.0,140.63926940639269,0.0,0.0,1.0,1.0,11.0,329.0,0.0,29.90909090909091,192.0,171.35416666666666,1.0,0.0,3.0,1.0,10.0,389.0,0.0,0.0,3.0,1.0,1.0,43.22222222222222,246.0,158.130081300813
H Klaasen,144,6,88,163.63636363636363,0,24.0,0,0,1,0,3.0,92.0,0.0,30.666666666666668,50.0,184.0,0.0,0.0,1.0,0.0,3.0,52.0,0.0,17.333333333333332,38.0,136.8421052631579,0.0,0.0,0.0,0.0,6.0,144.0,0.0,0.0,1.0,0.0,0.0,24.0,88.0,163.63636363636363
Shaiman Anwar,788,27,675,116.74074074074076,3,32.833333333333336,1,8,4,1,14.0,510.0,1.0,39.23076923076923,416.0,122.59615384615384,1.0,3.0,4.0,1.0,13.0,278.0,2.0,25.272727272727273,259.0,107.33590733590734,0.0,5.0,0.0,0.0,10.0,448.0,0.0,4.0,3.0,1.0,2.0,56.0,374.0,119.78609625668449
SJ Myburgh,537,24,441,121.7687074829932,2,24.40909090909091,4,3,4,0,1.0,71.0,1.0,0.0,57.0,124.56140350877193,0.0,0.0,1.0,0.0,23.0,466.0,1.0,21.181818181818183,384.0,121.35416666666667,4.0,3.0,3.0,0.0,10.0,235.0,0.0,2.0,1.0,0.0,1.0,26.11111111111111,196.0,119.89795918367346
MJ Santner,170,17,137,124.08759124087592,6,15.454545454545457,2,1,0,0,9.0,101.0,4.0,20.2,72.0,140.27777777777777,2.0,1.0,0.0,0.0,8.0,69.0,2.0,11.5,65.0,106.15384615384616,0.0,0.0,0.0,0.0,10.0,130.0,1.0,1.0,0.0,0.0,5.0,26.0,87.0,149.42528735632183
BE Hendricks,15,2,16,93.75,1,15.0,0,0,0,0,1.0,12.0,1.0,0.0,12.0,100.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,3.0,4.0,75.0,0.0,0.0,0.0,0.0,2.0,15.0,0.0,0.0,0.0,0.0,1.0,15.0,16.0,93.75
JL Denly,40,6,47,85.1063829787234,0,6.666666666666667,2,0,0,0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,5.0,40.0,0.0,8.0,46.0,86.95652173913044,1.0,0.0,0.0,0.0,6.0,40.0,2.0,0.0,0.0,0.0,0.0,6.666666666666667,47.0,85.1063829787234
Asghar Stanikzai,946,47,915,103.3879781420765,5,22.52380952380953,2,11,2,0,,,,,,,,,,,47.0,946.0,5.0,22.523809523809526,915.0,103.3879781420765,2.0,11.0,2.0,0.0,10.0,176.0,0.0,2.0,0.0,0.0,0.0,17.6,172.0,102.32558139534883
A Zampa,23,5,27,85.18518518518519,3,11.5,0,0,0,0,,,,,,,,,,,5.0,23.0,3.0,11.5,27.0,85.18518518518519,0.0,0.0,0.0,0.0,5.0,23.0,0.0,0.0,0.0,0.0,3.0,11.5,27.0,85.18518518518519
CA Young,4,3,7,57.142857142857146,1,2.0,1,0,0,0,2.0,2.0,1.0,2.0,5.0,40.0,1.0,0.0,0.0,0.0,1.0,2.0,0.0,2.0,2.0,100.0,0.0,0.0,0.0,0.0,3.0,4.0,1.0,0.0,0.0,0.0,1.0,2.0,7.0,57.142857142857146
C de Grandhomme,178,19,133,133.8345864661654,7,14.833333333333334,2,2,0,0,13.0,107.0,4.0,11.88888888888889,73.0,146.57534246575344,1.0,1.0,0.0,0.0,6.0,71.0,3.0,23.666666666666668,60.0,118.33333333333333,1.0,1.0,0.0,0.0,10.0,86.0,1.0,1.0,0.0,0.0,3.0,12.285714285714286,69.0,124.6376811594203
JJ Atkinson,202,12,193,104.66321243523316,0,16.833333333333332,3,2,1,0,2.0,20.0,0.0,10.0,8.0,250.0,1.0,0.0,0.0,0.0,10.0,182.0,0.0,18.2,185.0,98.37837837837837,2.0,2.0,1.0,0.0,10.0,165.0,3.0,1.0,1.0,0.0,0.0,16.5,164.0,100.60975609756098
B Regmi,19,6,51,37.25490196078432,1,3.8,1,0,0,0,,,,,,,,,,,6.0,19.0,1.0,3.8,51.0,37.254901960784316,1.0,0.0,0.0,0.0,6.0,19.0,1.0,0.0,0.0,0.0,1.0,3.8,51.0,37.254901960784316
RG Sharma,2237,81,1658,134.92159227985525,14,33.38805970149254,6,7,15,4,27.0,712.0,4.0,30.956521739130434,503.0,141.5506958250497,1.0,2.0,1.0,3.0,54.0,1525.0,10.0,34.65909090909091,1155.0,132.03463203463204,5.0,5.0,14.0,1.0,10.0,385.0,1.0,1.0,1.0,2.0,2.0,48.125,262.0,146.94656488549617
HH Pandya,271,22,189,143.3862433862434,6,16.9375,2,3,0,0,13.0,121.0,1.0,10.083333333333334,101.0,119.8019801980198,1.0,0.0,0.0,0.0,9.0,150.0,5.0,37.5,88.0,170.45454545454547,1.0,3.0,0.0,0.0,10.0,146.0,0.0,2.0,0.0,0.0,6.0,36.5,82.0,178.0487804878049
Imad Wasim,140,18,94,148.93617021276594,7,12.727272727272728,5,0,0,0,4.0,34.0,2.0,17.0,23.0,147.82608695652175,1.0,0.0,0.0,0.0,14.0,106.0,5.0,11.777777777777779,71.0,149.29577464788733,4.0,0.0,0.0,0.0,10.0,54.0,3.0,0.0,0.0,0.0,4.0,9.0,38.0,142.10526315789474
DJ Malan,250,5,173,144.50867052023122,0,50.0,0,0,4,0,1.0,78.0,0.0,78.0,46.0,169.56521739130434,0.0,0.0,1.0,0.0,4.0,172.0,0.0,43.0,127.0,135.43307086614172,0.0,0.0,3.0,0.0,5.0,250.0,0.0,0.0,4.0,0.0,0.0,50.0,173.0,144.50867052023122
Fakhar Zaman,706,25,516,136.8217054263566,3,32.09090909090909,0,6,4,0,7.0,172.0,2.0,34.4,117.0,147.008547008547,0.0,3.0,0.0,0.0,18.0,534.0,1.0,31.41176470588235,399.0,133.8345864661654,0.0,3.0,4.0,0.0,10.0,371.0,0.0,2.0,3.0,0.0,0.0,37.1,265.0,140.0
HG Munsey,449,20,322,139.44099378881987,3,26.41176470588235,4,4,2,0,2.0,25.0,0.0,12.5,26.0,96.15384615384616,1.0,0.0,0.0,0.0,18.0,424.0,3.0,28.266666666666666,296.0,143.24324324324326,3.0,4.0,2.0,0.0,10.0,271.0,1.0,3.0,1.0,0.0,0.0,27.1,192.0,141.14583333333334
DM de Silva,215,9,201,106.96517412935324,0,23.88888888888889,0,2,1,0,6.0,167.0,0.0,27.833333333333332,152.0,109.86842105263158,0.0,2.0,1.0,0.0,3.0,48.0,0.0,16.0,49.0,97.95918367346938,0.0,0.0,0.0,0.0,9.0,215.0,0.0,2.0,1.0,0.0,0.0,23.88888888888889,201.0,106.96517412935323
JP Duminy,1858,71,1535,121.04234527687296,24,39.53191489361702,6,18,11,0,27.0,594.0,6.0,28.285714285714285,475.0,125.05263157894737,4.0,4.0,4.0,0.0,44.0,1264.0,18.0,48.61538461538461,1060.0,119.24528301886792,2.0,14.0,7.0,0.0,10.0,287.0,0.0,1.0,3.0,0.0,5.0,57.4,213.0,134.7417840375587
Hussain Talat,273,11,239,114.22594142259416,2,30.33333333333333,1,4,1,0,3.0,135.0,2.0,135.0,108.0,125.0,0.0,2.0,1.0,0.0,8.0,138.0,0.0,17.25,131.0,105.34351145038168,1.0,2.0,0.0,0.0,10.0,232.0,1.0,3.0,1.0,0.0,1.0,25.77777777777778,200.0,116.0
AA Obanda,270,17,255,105.88235294117646,1,16.875,3,1,1,0,4.0,24.0,1.0,8.0,37.0,64.86486486486487,0.0,0.0,0.0,0.0,13.0,246.0,0.0,18.923076923076923,218.0,112.8440366972477,3.0,1.0,1.0,0.0,10.0,145.0,2.0,1.0,0.0,0.0,0.0,14.5,133.0,109.02255639097744
T van der Gugten,58,8,52,111.53846153846152,1,8.285714285714286,1,0,0,0,4.0,37.0,1.0,12.333333333333334,21.0,176.1904761904762,1.0,0.0,0.0,0.0,4.0,21.0,0.0,5.25,31.0,67.74193548387096,0.0,0.0,0.0,0.0,8.0,58.0,1.0,0.0,0.0,0.0,1.0,8.285714285714286,52.0,111.53846153846153
Q de Kock,874,34,701,124.679029957204,4,29.133333333333333,3,11,2,0,11.0,321.0,2.0,35.666666666666664,251.0,127.88844621513944,0.0,4.0,1.0,0.0,23.0,553.0,2.0,26.333333333333332,450.0,122.88888888888889,3.0,7.0,1.0,0.0,10.0,285.0,1.0,2.0,2.0,0.0,1.0,31.666666666666668,213.0,133.80281690140845
HE van der Dussen,69,2,54,127.77777777777776,0,34.5,0,0,1,0,1.0,56.0,0.0,56.0,45.0,124.44444444444444,0.0,0.0,1.0,0.0,1.0,13.0,0.0,13.0,9.0,144.44444444444446,0.0,0.0,0.0,0.0,2.0,69.0,0.0,0.0,1.0,0.0,0.0,34.5,54.0,127.77777777777777
Saqib Zulfiqar,1,1,5,20.0,0,1.0,0,0,0,0,1.0,1.0,0.0,1.0,5.0,20.0,0.0,0.0,0.0,0.0,,,,,,,,,,,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,20.0
AR Nurse,72,7,68,105.88235294117646,5,36.0,1,0,0,0,1.0,6.0,1.0,0.0,3.0,200.0,0.0,0.0,0.0,0.0,6.0,66.0,4.0,33.0,65.0,101.53846153846153,1.0,0.0,0.0,0.0,7.0,72.0,1.0,0.0,0.0,0.0,5.0,36.0,68.0,105.88235294117646
Shafiul Islam,19,5,27,70.37037037037037,0,3.8,1,0,0,0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,4.0,19.0,0.0,4.75,26.0,73.07692307692308,0.0,0.0,0.0,0.0,5.0,19.0,1.0,0.0,0.0,0.0,0.0,3.8,27.0,70.37037037037037
Babar Azam,1031,26,855,120.58479532163744,7,54.26315789473684,0,8,8,0,7.0,378.0,2.0,75.6,270.0,140.0,0.0,3.0,3.0,0.0,19.0,653.0,5.0,46.642857142857146,585.0,111.62393162393163,0.0,5.0,5.0,0.0,10.0,472.0,0.0,2.0,5.0,0.0,2.0,59.0,385.0,122.59740259740259
