,Unnamed: 0,date,name,team,opposition,venue,batting_innings,innings_played,previous_average,previous_strike_rate,previous_centuries,previous_fifties,previous_zeros,runs,balls,not_out,previous_thirties,home
0,0,2006-08-28,1,1,2,1,,0,0.0,0.0,0,0,0,53,,False,0,1
1,1,2006-08-28,2,1,2,1,,0,0.0,0.0,0,0,0,14,,False,0,1
2,2,2006-08-28,3,1,2,1,,0,0.0,0.0,0,0,0,0,,False,0,1
3,3,2006-08-28,4,1,2,1,,0,0.0,0.0,0,0,0,0,,False,0,1
4,4,2006-08-28,5,1,2,1,,0,0.0,0.0,0,0,0,2,,False,0,1
5,5,2006-08-28,6,1,2,1,,0,0.0,0.0,0,0,0,27,,False,0,1
6,6,2006-08-28,7,1,2,1,,0,0.0,0.0,0,0,0,24,,True,0,1
7,7,2006-08-28,8,1,2,1,,0,0.0,0.0,0,0,0,13,,False,0,1
8,8,2006-08-28,9,1,2,1,,0,0.0,0.0,0,0,0,0,,True,0,1
9,9,2006-08-28,10,2,1,1,,0,0.0,0.0,0,0,0,16,,False,0,0
10,10,2006-08-28,11,2,1,1,,0,0.0,0.0,0,0,0,46,,False,0,0
11,11,2006-08-28,12,2,1,1,,0,0.0,0.0,0,0,0,0,,False,0,0
12,12,2006-08-28,13,2,1,1,,0,0.0,0.0,0,0,0,28,,False,0,0
13,13,2006-08-28,14,2,1,1,,0,0.0,0.0,0,0,0,20,,False,0,0
14,14,2006-08-28,15,2,1,1,,0,0.0,0.0,0,0,0,11,,True,0,0
15,15,2006-08-28,16,2,1,1,,0,0.0,0.0,0,0,0,17,,True,0,0
16,16,2005-02-17,17,3,4,2,,0,0.0,0.0,0,0,0,1,,False,0,0
17,17,2005-02-17,18,3,4,2,,0,0.0,0.0,0,0,0,7,,False,0,0
18,18,2005-02-17,19,3,4,2,,0,0.0,0.0,0,0,0,32,,False,0,0
19,19,2005-02-17,20,3,4,2,,0,0.0,0.0,0,0,0,98,,True,0,0
20,20,2005-02-17,21,3,4,2,,0,0.0,0.0,0,0,0,3,,False,0,0
21,21,2005-02-17,22,3,4,2,,0,0.0,0.0,0,0,0,30,,False,0,0
22,22,2005-02-17,23,3,4,2,,0,0.0,0.0,0,0,0,31,,True,0,0
23,23,2005-02-17,24,4,3,2,,0,0.0,0.0,0,0,0,36,,False,0,1
24,24,2005-02-17,25,4,3,2,,0,0.0,0.0,0,0,0,18,,False,0,1
25,25,2005-02-17,26,4,3,2,,0,0.0,0.0,0,0,0,0,,False,0,1
26,26,2005-02-17,27,4,3,2,,0,0.0,0.0,0,0,0,66,,False,0,1
27,27,2005-02-17,28,4,3,2,,0,0.0,0.0,0,0,0,9,,False,0,1
28,28,2005-02-17,29,4,3,2,,0,0.0,0.0,0,0,0,1,,False,0,1
29,29,2005-02-17,30,4,3,2,,0,0.0,0.0,0,0,0,8,,False,0,1
30,30,2005-02-17,31,4,3,2,,0,0.0,0.0,0,0,0,7,,False,0,1
31,31,2005-02-17,32,4,3,2,,0,0.0,0.0,0,0,0,18,,False,0,1
32,32,2005-02-17,33,4,3,2,,0,0.0,0.0,0,0,0,5,,True,0,1
33,33,2005-02-17,34,4,3,2,,0,0.0,0.0,0,0,0,0,,False,0,1
34,34,2006-12-22,24,4,5,3,,1,36.0,144.0,0,0,0,39,,False,1,1
35,35,2006-12-22,25,4,5,3,,1,18.0,138.4615384615385,0,0,0,38,,False,0,1
36,36,2006-12-22,35,4,5,3,,0,0.0,0.0,0,0,0,18,,False,0,1
37,37,2006-12-22,36,4,5,3,,0,0.0,0.0,0,0,0,21,,False,0,1
38,38,2006-12-22,37,4,5,3,,0,0.0,0.0,0,0,0,19,,False,0,1
39,39,2006-12-22,38,4,5,3,,0,0.0,0.0,0,0,0,1,,False,0,1
40,40,2006-12-22,39,4,5,3,,0,0.0,0.0,0,0,0,5,,False,0,1
41,41,2006-12-22,31,4,5,3,,1,7.0,100.0,0,0,0,6,,True,0,1
42,42,2006-12-22,40,4,5,3,,0,0.0,0.0,0,0,0,0,,False,0,1
43,43,2006-12-22,41,4,5,3,,0,0.0,0.0,0,0,0,3,,True,0,1
44,44,2006-12-22,42,5,4,3,,0,0.0,0.0,0,0,0,6,,False,0,0
45,45,2006-12-22,43,5,4,3,,0,0.0,0.0,0,0,0,51,,True,0,0
46,46,2006-12-22,44,5,4,3,,0,0.0,0.0,0,0,0,2,,True,0,0
47,47,2006-01-09,45,3,6,4,,0,0.0,0.0,0,0,0,17,,False,0,0
48,48,2006-01-09,21,3,6,4,,1,3.0,60.0,0,0,0,96,,False,0,0
49,49,2006-01-09,20,3,6,4,,1,0.0,178.1818181818182,0,1,0,27,,False,0,0
50,50,2006-01-09,19,3,6,4,,1,32.0,213.3333333333333,0,0,0,54,,True,1,0
51,51,2006-01-09,18,3,6,4,,1,7.0,175.0,0,0,0,0,,True,0,0
52,52,2006-01-09,46,6,3,4,,0,0.0,0.0,0,0,0,22,,False,0,0
53,53,2006-01-09,47,6,3,4,,0,0.0,0.0,0,0,0,1,,False,0,0
54,54,2006-01-09,48,6,3,4,,0,0.0,0.0,0,0,0,0,,False,0,0
55,55,2006-01-09,49,6,3,4,,0,0.0,0.0,0,0,0,29,,False,0,0
56,56,2006-01-09,50,6,3,4,,0,0.0,0.0,0,0,0,24,,False,0,0
57,57,2006-01-09,51,6,3,4,,0,0.0,0.0,0,0,0,15,,False,0,0
58,58,2006-01-09,52,6,3,4,,0,0.0,0.0,0,0,0,11,,False,0,0
59,59,2006-01-09,53,6,3,4,,0,0.0,0.0,0,0,0,6,,True,0,0
60,60,2006-01-09,54,6,3,4,,0,0.0,0.0,0,0,0,2,,False,0,0
61,61,2006-01-09,55,6,3,4,,0,0.0,0.0,0,0,0,3,,False,0,0
62,62,2006-01-09,56,6,3,4,,0,0.0,0.0,0,0,0,0,,False,0,0
63,63,2006-02-24,46,6,3,5,,1,22.0,84.61538461538461,0,0,0,89,,True,0,1
64,64,2006-02-24,57,6,3,5,,0,0.0,0.0,0,0,0,23,,False,0,1
65,65,2006-02-24,48,6,3,5,,1,0.0,0.0,0,0,1,56,,False,0,1
66,66,2006-02-24,50,6,3,5,,1,24.0,133.3333333333333,0,0,0,2,,False,0,1
67,67,2006-02-24,58,6,3,5,,0,0.0,0.0,0,0,0,14,,False,0,1
68,68,2006-02-24,17,3,6,5,,1,1.0,25.0,0,0,0,1,,False,0,0
69,69,2006-02-24,22,3,6,5,,1,30.0,120.0,0,0,0,39,,False,1,0
70,70,2006-02-24,20,3,6,5,,2,125.0,160.1435406698565,0,1,0,6,,False,0,0
71,71,2006-02-24,21,3,6,5,,2,49.5,111.3559322033898,0,1,0,17,,False,0,0
72,72,2006-02-24,18,3,6,5,,2,7.0,87.5,0,0,1,37,,False,0,0
73,73,2006-02-24,59,3,6,5,,0,0.0,0.0,0,0,0,4,,False,0,0
74,74,2006-02-24,60,3,6,5,,0,0.0,0.0,0,0,0,41,,False,0,0
75,75,2006-02-24,61,3,6,5,,0,0.0,0.0,0,0,0,43,,True,0,0
76,76,2006-02-24,62,3,6,5,,0,0.0,0.0,0,0,0,3,,True,0,0
77,77,2006-02-16,63,7,4,2,,0,0.0,0.0,0,0,0,10,,False,0,0
78,78,2006-02-16,64,7,4,2,,0,0.0,0.0,0,0,0,26,,False,0,0
79,79,2006-02-16,65,7,4,2,,0,0.0,0.0,0,0,0,4,,False,0,0
80,80,2006-02-16,66,7,4,2,,0,0.0,0.0,0,0,0,8,,True,0,0
81,81,2006-02-16,67,7,4,2,,0,0.0,0.0,0,0,0,14,,True,0,0
82,82,2006-02-16,68,7,4,2,,0,0.0,0.0,0,0,0,26,,False,0,0
83,83,2006-02-16,69,7,4,2,,0,0.0,0.0,0,0,0,19,,True,0,0
84,84,2006-02-16,70,7,4,2,,0,0.0,0.0,0,0,0,9,,False,0,0
85,85,2006-02-16,71,4,7,2,,0,0.0,0.0,0,0,0,42,,False,0,1
86,86,2006-02-16,25,4,7,2,,2,28.0,148.3974358974359,0,0,0,6,,False,1,1
87,87,2006-02-16,37,4,7,2,,1,19.0,135.7142857142857,0,0,0,5,,False,0,1
88,88,2006-02-16,27,4,7,2,,1,66.0,169.2307692307692,0,1,0,19,,False,0,1
89,89,2006-02-16,29,4,7,2,,1,1.0,25.0,0,0,0,2,,False,0,1
90,90,2006-02-16,72,4,7,2,,0,0.0,0.0,0,0,0,16,,False,0,1
91,91,2006-02-16,30,4,7,2,,1,8.0,114.2857142857143,0,0,0,1,,False,0,1
92,92,2006-02-16,24,4,7,2,,2,37.5,160.6363636363636,0,0,0,4,,False,2,1
93,93,2006-02-16,35,4,7,2,,1,18.0,105.8823529411765,0,0,0,13,,True,0,1
94,94,2006-02-16,40,4,7,2,,1,0.0,0.0,0,0,1,8,,True,0,1
95,95,2005-06-13,1,1,3,6,,1,53.0,143.2432432432433,0,1,0,41,,False,0,1
96,96,2005-06-13,73,1,3,6,,0,0.0,0.0,0,0,0,19,,False,0,1
97,97,2005-06-13,74,1,3,6,,0,0.0,0.0,0,0,0,6,,False,0,1
98,98,2005-06-13,3,1,3,6,,1,0.0,0.0,0,0,1,34,,False,0,1
99,99,2005-06-13,75,1,3,6,,0,0.0,0.0,0,0,0,0,,False,0,1
100,100,2005-06-13,5,1,3,6,,1,2.0,18.18181818181818,0,0,0,46,,False,0,1
101,101,2005-06-13,4,1,3,6,,1,0.0,0.0,0,0,1,18,,False,0,1
102,102,2005-06-13,76,1,3,6,,0,0.0,0.0,0,0,0,9,,False,0,1
103,103,2005-06-13,17,3,1,6,,2,1.0,29.16666666666666,0,0,0,15,,False,0,0
104,104,2005-06-13,77,3,1,6,,0,0.0,0.0,0,0,0,6,,False,0,0
105,105,2005-06-13,19,3,1,6,,2,86.0,210.5128205128205,0,1,0,0,,False,1,0
106,106,2005-06-13,18,3,1,6,,3,22.0,107.6666666666667,0,0,1,0,,False,1,0
107,107,2005-06-13,23,3,1,6,,1,0.0,206.6666666666667,0,0,0,1,,False,1,0
108,108,2005-06-13,20,3,1,6,,3,65.5,131.762360446571,0,1,0,0,,False,0,0
109,109,2005-06-13,21,3,1,6,,3,38.66666666666666,137.2002510985562,0,1,0,4,,False,0,0
110,110,2005-06-13,61,3,1,6,,1,0.0,204.7619047619048,0,0,0,15,,False,1,0
111,111,2005-06-13,78,3,1,6,,0,0.0,0.0,0,0,0,24,,False,0,0
112,112,2005-06-13,79,3,1,6,,0,0.0,0.0,0,0,0,3,,True,0,0
113,113,2005-06-13,80,3,1,6,,0,0.0,0.0,0,0,0,5,,False,0,0
114,114,2005-10-21,46,6,4,5,,2,111.0,115.2585119798235,0,1,0,61,,False,0,1
115,115,2005-10-21,51,6,4,5,,1,15.0,115.3846153846154,0,0,0,20,,False,0,1
116,116,2005-10-21,48,6,4,5,,2,28.0,80.0,0,1,1,9,,False,0,1
117,117,2005-10-21,81,6,4,5,,0,0.0,0.0,0,0,0,8,,False,0,1
118,118,2005-10-21,49,6,4,5,,1,29.0,138.0952380952381,0,0,0,4,,False,0,1
119,119,2005-10-21,50,6,4,5,,2,13.0,100.0,0,0,0,0,,False,0,1
120,120,2005-10-21,82,6,4,5,,0,0.0,0.0,0,0,0,5,,True,0,1
121,121,2005-10-21,83,6,4,5,,0,0.0,0.0,0,0,0,11,,False,0,1
122,122,2005-10-21,84,6,4,5,,0,0.0,0.0,0,0,0,2,,False,0,1
123,123,2005-10-21,85,6,4,5,,0,0.0,0.0,0,0,0,5,,False,0,1
124,124,2005-10-21,86,6,4,5,,0,0.0,0.0,0,0,0,0,,True,0,1
125,125,2005-10-21,25,4,6,5,,3,20.66666666666667,127.5030525030525,0,0,0,31,,False,1,0
126,126,2005-10-21,37,4,6,5,,2,12.0,103.5714285714286,0,0,0,10,,False,0,0
127,127,2005-10-21,30,4,6,5,,2,4.5,69.64285714285714,0,0,0,3,,False,0,0
128,128,2005-10-21,27,4,6,5,,2,42.5,140.4977375565611,0,1,0,24,,False,0,0
129,129,2005-10-21,28,4,6,5,,1,9.0,100.0,0,0,0,15,,False,0,0
130,130,2005-10-21,87,4,6,5,,0,0.0,0.0,0,0,0,23,,True,0,0
131,131,2005-10-21,24,4,6,5,,3,26.33333333333333,120.4242424242424,0,0,0,17,,True,2,0
132,132,2006-12-01,46,6,8,5,,3,86.0,123.0511291986702,0,2,0,16,,False,0,1
133,133,2006-12-01,57,6,8,5,,1,23.0,127.7777777777778,0,0,0,1,,False,0,1
134,134,2006-12-01,48,6,8,5,,3,21.66666666666667,96.1904761904762,0,1,1,7,,False,0,1
135,135,2006-12-01,81,6,8,5,,1,8.0,72.72727272727273,0,0,0,22,,False,0,1
136,136,2006-12-01,88,6,8,5,,0,0.0,0.0,0,0,0,6,,False,0,1
137,137,2006-12-01,83,6,8,5,,1,11.0,91.66666666666666,0,0,0,27,,False,0,1
138,138,2006-12-01,58,6,8,5,,1,14.0,200.0,0,0,0,21,,False,0,1
139,139,2006-12-01,89,6,8,5,,0,0.0,0.0,0,0,0,8,,False,0,1
140,140,2006-12-01,90,6,8,5,,0,0.0,0.0,0,0,0,5,,True,0,1
141,141,2006-12-01,91,6,8,5,,0,0.0,0.0,0,0,0,0,,False,0,1
142,142,2006-12-01,84,6,8,5,,1,2.0,50.0,0,0,0,0,,True,0,1
143,143,2006-12-01,92,8,6,5,,0,0.0,0.0,0,0,0,34,,True,0,0
144,144,2006-12-01,93,8,6,5,,0,0.0,0.0,0,0,0,10,,False,0,0
145,145,2006-12-01,94,8,6,5,,0,0.0,0.0,0,0,0,38,,False,0,0
146,146,2006-12-01,95,8,6,5,,0,0.0,0.0,0,0,0,0,,False,0,0
147,147,2006-12-01,96,8,6,5,,0,0.0,0.0,0,0,0,31,,True,0,0
148,148,2006-12-01,97,8,6,5,,0,0.0,0.0,0,0,0,3,,True,0,0
149,149,2006-06-15,43,5,1,6,,1,0.0,204.0,0,1,0,41,,False,0,0
150,150,2006-06-15,42,5,1,6,,1,6.0,60.0,0,0,0,34,,False,0,0
151,151,2006-06-15,44,5,1,6,,1,0.0,100.0,0,0,0,0,,True,0,0
152,152,2006-06-15,98,5,1,6,,0,0.0,0.0,0,0,0,2,,False,0,0
153,153,2006-06-15,99,5,1,6,,0,0.0,0.0,0,0,0,21,,False,0,0
154,154,2006-06-15,100,5,1,6,,0,0.0,0.0,0,0,0,7,,False,0,0
155,155,2006-06-15,101,5,1,6,,0,0.0,0.0,0,0,0,22,,False,0,0
156,156,2006-06-15,102,5,1,6,,0,0.0,0.0,0,0,0,8,,False,0,0
157,157,2006-06-15,103,5,1,6,,0,0.0,0.0,0,0,0,13,,False,0,0
158,158,2006-06-15,104,5,1,6,,0,0.0,0.0,0,0,0,3,,False,0,0
159,159,2006-06-15,1,1,5,6,,2,47.0,125.5689900426743,0,1,0,72,,False,1,1
160,160,2006-06-15,4,1,5,6,,2,9.0,52.94117647058824,0,0,1,33,,False,0,1
161,161,2006-06-15,3,1,5,6,,2,17.0,94.44444444444444,0,0,1,17,,False,1,1
162,162,2006-06-15,5,1,5,6,,2,24.0,97.55244755244756,0,0,0,5,,False,1,1
163,163,2006-06-15,6,1,5,6,,1,27.0,93.10344827586206,0,0,0,1,,False,0,1
164,164,2006-06-15,73,1,5,6,,1,19.0,135.7142857142857,0,0,0,14,,True,0,1
165,165,2006-06-15,105,1,5,6,,0,0.0,0.0,0,0,0,6,,True,0,1
166,166,2007-09-14,106,1,3,7,,0,0.0,0.0,0,0,0,20,,False,0,0
167,167,2007-09-14,107,1,3,7,,0,0.0,0.0,0,0,0,17,,False,0,0
168,168,2007-09-14,108,1,3,7,,0,0.0,0.0,0,0,0,3,,False,0,0
169,169,2007-09-14,3,1,3,7,,3,17.0,98.37962962962963,0,0,1,21,,False,1,0
170,170,2007-09-14,5,1,3,7,,3,17.66666666666667,88.84448884448885,0,0,0,18,,False,1,0
171,171,2007-09-14,74,1,3,7,,1,6.0,100.0,0,0,0,31,,False,0,0
172,172,2007-09-14,109,1,3,7,,0,0.0,0.0,0,0,0,14,,False,0,0
173,173,2007-09-14,110,1,3,7,,0,0.0,0.0,0,0,0,4,,True,0,0
174,174,2007-09-14,111,1,3,7,,0,0.0,0.0,0,0,0,1,,False,0,0
175,175,2007-09-14,112,1,3,7,,0,0.0,0.0,0,0,0,1,,False,0,0
176,176,2007-09-14,113,1,3,7,,0,0.0,0.0,0,0,0,2,,True,0,0
177,177,2007-09-14,17,3,1,7,,3,5.666666666666667,55.15873015873016,0,0,0,45,,False,0,0
178,178,2007-09-14,77,3,1,7,,1,6.0,150.0,0,0,0,67,,True,0,0
179,179,2007-09-14,20,3,1,7,,4,43.66666666666666,98.82177033492825,0,1,1,20,,False,0,0
180,180,2007-09-14,19,3,1,7,,3,43.0,140.3418803418803,0,1,1,2,,True,1,0
181,181,2007-09-01,114,9,10,8,,0,0.0,0.0,0,0,0,23,,False,0,1
182,182,2007-09-01,115,9,10,8,,0,0.0,0.0,0,0,0,1,,False,0,1
183,183,2007-09-01,116,9,10,8,,0,0.0,0.0,0,0,0,38,,False,0,1
184,184,2007-09-01,117,9,10,8,,0,0.0,0.0,0,0,0,24,,False,0,1
185,185,2007-09-01,118,9,10,8,,0,0.0,0.0,0,0,0,22,,False,0,1
186,186,2007-09-01,119,9,10,8,,0,0.0,0.0,0,0,0,14,,True,0,1
187,187,2007-09-01,120,9,10,8,,0,0.0,0.0,0,0,0,6,,False,0,1
188,188,2007-09-01,121,9,10,8,,0,0.0,0.0,0,0,0,0,,False,0,1
189,189,2007-09-01,122,9,10,8,,0,0.0,0.0,0,0,0,4,,True,0,1
190,190,2007-09-01,123,10,9,8,,0,0.0,0.0,0,0,0,11,,False,0,0
191,191,2007-09-01,124,10,9,8,,0,0.0,0.0,0,0,0,43,,False,0,0
192,192,2007-09-01,125,10,9,8,,0,0.0,0.0,0,0,0,17,,False,0,0
193,193,2007-09-01,126,10,9,8,,0,0.0,0.0,0,0,0,36,,False,0,0
194,194,2007-09-01,127,10,9,8,,0,0.0,0.0,0,0,0,17,,True,0,0
195,195,2007-09-01,128,10,9,8,,0,0.0,0.0,0,0,0,2,,False,0,0
196,196,2007-09-01,129,10,9,8,,0,0.0,0.0,0,0,0,7,,True,0,0
197,197,2007-06-29,63,7,1,9,,1,10.0,76.92307692307693,0,0,0,61,,False,0,0
198,198,2007-06-29,130,7,1,9,,0,0.0,0.0,0,0,0,9,,False,0,0
199,199,2007-06-29,131,7,1,9,,0,0.0,0.0,0,0,0,10,,False,0,0
200,200,2007-06-29,132,7,1,9,,0,0.0,0.0,0,0,0,42,,False,0,0
201,201,2007-06-29,70,7,1,9,,1,9.0,225.0,0,0,0,10,,False,0,0
202,202,2007-06-29,65,7,1,9,,1,4.0,40.0,0,0,0,18,,False,0,0
203,203,2007-06-29,66,7,1,9,,1,0.0,200.0,0,0,0,5,,False,0,0
204,204,2007-06-29,133,7,1,9,,0,0.0,0.0,0,0,0,7,,True,0,0
205,205,2007-06-29,69,7,1,9,,1,0.0,118.75,0,0,0,0,,True,0,0
206,206,2007-06-29,134,1,7,9,,0,0.0,0.0,0,0,0,9,,False,0,1
207,207,2007-06-29,107,1,7,9,,1,17.0,100.0,0,0,0,22,,False,0,1
208,208,2007-06-29,135,1,7,9,,0,0.0,0.0,0,0,0,2,,False,0,1
209,209,2007-06-29,3,1,7,9,,4,18.0,100.0347222222222,0,0,1,19,,False,1,1
210,210,2007-06-29,5,1,7,9,,4,17.75,107.5424575424576,0,0,0,27,,False,1,1
211,211,2007-06-29,109,1,7,9,,1,14.0,107.6923076923077,0,0,0,55,,True,0,1
212,212,2007-06-29,110,1,7,9,,1,0.0,66.66666666666666,0,0,0,18,,True,0,1
213,213,2007-09-02,136,2,10,8,,0,0.0,0.0,0,0,0,33,,False,0,0
214,214,2007-09-02,137,2,10,8,,0,0.0,0.0,0,0,0,49,,True,0,0
215,215,2007-09-02,12,2,10,8,,1,0.0,0.0,0,0,1,48,,False,0,0
216,216,2007-09-02,10,2,10,8,,1,16.0,100.0,0,0,0,10,,False,0,0
217,217,2007-09-02,13,2,10,8,,1,28.0,233.3333333333333,0,0,0,32,,False,0,0
218,218,2007-09-02,138,2,10,8,,0,0.0,0.0,0,0,0,2,,False,0,0
219,219,2007-09-02,139,2,10,8,,0,0.0,0.0,0,0,0,11,,False,0,0
220,220,2007-09-02,140,2,10,8,,0,0.0,0.0,0,0,0,2,,True,0,0
221,221,2007-09-02,141,2,10,8,,0,0.0,0.0,0,0,0,1,,True,0,0
222,222,2007-09-02,123,10,2,8,,1,11.0,91.66666666666666,0,0,0,1,,False,0,0
223,223,2007-09-02,124,10,2,8,,1,43.0,113.1578947368421,0,0,0,81,,False,1,0
224,224,2007-09-02,125,10,2,8,,1,17.0,283.3333333333334,0,0,0,5,,False,0,0
225,225,2007-09-02,126,10,2,8,,1,36.0,171.4285714285714,0,0,0,7,,True,1,0
226,226,2007-09-02,127,10,2,8,,1,0.0,85.0,0,0,0,19,,False,0,0
227,227,2007-09-02,128,10,2,8,,1,2.0,25.0,0,0,0,9,,True,0,0
228,228,2007-09-02,129,10,2,8,,1,0.0,100.0,0,0,0,10,,True,0,0
229,229,2007-09-02,142,10,2,8,,0,0.0,0.0,0,0,0,18,,False,0,0
230,230,2007-09-02,143,10,2,8,,0,0.0,0.0,0,0,0,1,,True,0,0
231,231,2007-09-15,123,10,6,7,,2,6.0,55.83333333333333,0,0,0,8,,False,0,0
232,232,2007-09-15,124,10,6,7,,2,62.0,134.4635627530364,0,1,0,0,,False,1,0
233,233,2007-09-15,125,10,6,7,,2,11.0,183.3333333333334,0,0,0,36,,False,0,0
234,234,2007-09-15,126,10,6,7,,2,43.0,173.2142857142857,0,0,0,10,,False,1,0
235,235,2007-09-15,144,10,6,7,,0,0.0,0.0,0,0,0,19,,False,0,0
236,236,2007-09-15,127,10,6,7,,2,36.0,121.6666666666667,0,0,0,14,,False,0,0
237,237,2007-09-15,129,10,6,7,,2,0.0,85.71428571428572,0,0,0,12,,False,0,0
238,238,2007-09-15,142,10,6,7,,1,18.0,128.5714285714286,0,0,0,19,,False,0,0
239,239,2007-09-15,143,10,6,7,,1,0.0,50.0,0,0,0,4,,False,0,0
240,240,2007-09-15,145,10,6,7,,0,0.0,0.0,0,0,0,2,,True,0,0
241,241,2007-09-15,146,10,6,7,,0,0.0,0.0,0,0,0,6,,False,0,0
242,242,2007-09-15,46,6,10,7,,4,62.66666666666666,108.9550135656693,0,2,0,41,,False,0,1
243,243,2007-09-15,147,6,10,7,,0,0.0,0.0,0,0,0,36,,False,0,1
244,244,2007-09-15,83,6,10,7,,2,19.0,120.8333333333333,0,0,0,41,,False,0,1
245,245,2007-09-15,88,6,10,7,,1,6.0,150.0,0,0,0,14,,True,0,1
246,246,2007-09-15,81,6,10,7,,2,15.0,80.36363636363637,0,0,0,12,,True,0,1
247,247,2007-09-16,123,10,3,7,,3,6.666666666666667,75.31746031746032,0,0,0,32,,False,0,0
248,248,2007-09-16,124,10,3,7,,3,41.33333333333334,89.64237516869095,0,1,1,11,,False,1,0
249,249,2007-09-16,125,10,3,7,,3,19.33333333333333,207.936507936508,0,0,0,31,,False,1,0
250,250,2007-09-16,126,10,3,7,,3,26.5,226.5873015873016,0,0,0,7,,False,1,0
251,251,2007-09-16,144,10,3,7,,1,19.0,126.6666666666667,0,0,0,16,,False,0,0
252,252,2007-09-16,129,10,3,7,,3,29.0,107.1428571428572,0,0,0,0,,False,0,0
253,253,2007-09-16,127,10,3,7,,3,25.0,93.72372372372372,0,0,0,0,,False,0,0
254,254,2007-09-16,142,10,3,7,,2,18.5,109.5238095238095,0,0,0,4,,False,0,0
255,255,2007-09-16,143,10,3,7,,2,5.0,58.33333333333333,0,0,0,3,,True,0,0
256,256,2007-09-16,17,3,10,7,,4,15.5,81.54761904761905,0,0,0,43,,False,1,0
257,257,2007-09-16,77,3,10,7,,2,73.0,152.9069767441861,0,1,0,73,,True,0,0
258,258,2007-09-16,20,3,10,7,,5,37.75,104.0574162679426,0,1,1,6,,True,0,0
259,259,2007-09-12,136,2,11,10,,1,33.0,122.2222222222222,0,0,0,13,,False,1,0
260,260,2007-09-12,137,2,11,10,,1,0.0,163.3333333333333,0,0,0,4,,False,1,0
261,261,2007-09-12,11,2,11,10,,1,46.0,109.5238095238095,0,0,0,18,,False,1,0
262,262,2007-09-12,12,2,11,10,,2,24.0,96.0,0,0,1,41,,False,1,0
263,263,2007-09-12,10,2,11,10,,2,13.0,133.3333333333333,0,0,0,11,,False,0,0
264,264,2007-09-12,13,2,11,10,,2,30.0,200.8771929824561,0,0,0,22,,False,1,0
265,265,2007-09-12,138,2,11,10,,1,2.0,40.0,0,0,0,23,,False,0,0
266,266,2007-09-12,139,2,11,10,,1,11.0,137.5,0,0,0,16,,False,0,0
267,267,2007-09-12,140,2,11,10,,1,0.0,100.0,0,0,0,17,,False,0,0
268,268,2007-09-12,148,11,2,10,,0,0.0,0.0,0,0,0,46,,False,0,0
269,269,2007-09-12,149,11,2,10,,0,0.0,0.0,0,0,0,2,,False,0,0
270,270,2007-09-12,150,11,2,10,,0,0.0,0.0,0,0,0,4,,False,0,0
271,271,2007-09-12,151,11,2,10,,0,0.0,0.0,0,0,0,2,,False,0,0
272,272,2007-09-12,152,11,2,10,,0,0.0,0.0,0,0,0,0,,False,0,0
273,273,2007-09-12,153,11,2,10,,0,0.0,0.0,0,0,0,1,,False,0,0
274,274,2007-09-12,154,11,2,10,,0,0.0,0.0,0,0,0,11,,False,0,0
275,275,2007-09-12,155,11,2,10,,0,0.0,0.0,0,0,0,14,,False,0,0
276,276,2007-09-12,156,11,2,10,,0,0.0,0.0,0,0,0,14,,False,0,0
277,277,2007-09-12,157,11,2,10,,0,0.0,0.0,0,0,0,0,,False,0,0
278,278,2007-09-12,158,11,2,10,,0,0.0,0.0,0,0,0,13,,True,0,0
279,279,2007-06-28,63,7,1,9,,2,35.5,118.7246963562753,0,1,0,5,,False,0,0
280,280,2007-06-28,159,7,1,9,,0,0.0,0.0,0,0,0,61,,False,0,0
281,281,2007-06-28,68,7,1,9,,1,26.0,96.29629629629628,0,0,0,41,,False,0,0
282,282,2007-06-28,132,7,1,9,,1,42.0,200.0,0,0,0,51,,False,1,0
283,283,2007-06-28,69,7,1,9,,2,0.0,59.375,0,0,1,1,,False,0,0
284,284,2007-06-28,70,7,1,9,,2,9.5,175.0,0,0,0,24,,False,0,0
285,285,2007-06-28,66,7,1,9,,2,13.0,162.5,0,0,0,6,,True,0,0
286,286,2007-06-28,65,7,1,9,,2,11.0,76.25,0,0,0,2,,True,0,0
287,287,2007-06-28,133,7,1,9,,1,0.0,100.0,0,0,0,1,,False,0,0
288,288,2007-06-28,160,7,1,9,,0,0.0,0.0,0,0,0,0,,True,0,0
289,289,2007-06-28,134,1,7,9,,1,9.0,100.0,0,0,0,15,,False,0,1
290,290,2007-06-28,107,1,7,9,,2,19.5,118.75,0,0,0,25,,False,0,1
291,291,2007-06-28,3,1,7,9,,5,18.2,105.3611111111111,0,0,1,16,,False,1,1
292,292,2007-06-28,135,1,7,9,,1,2.0,40.0,0,0,0,9,,False,0,1
293,293,2007-06-28,5,1,7,9,,5,19.6,107.633966033966,0,0,0,79,,False,1,1
294,294,2007-06-28,109,1,7,9,,2,69.0,128.1704781704782,0,1,0,7,,False,0,1
295,295,2007-06-28,110,1,7,9,,2,0.0,83.33333333333333,0,0,0,2,,False,0,1
296,296,2007-06-28,7,1,7,9,,1,0.0,171.4285714285714,0,0,0,23,,True,0,1
297,297,2007-06-28,112,1,7,9,,1,1.0,33.33333333333333,0,0,0,1,,True,0,1
298,298,2007-09-14,161,8,2,10,,0,0.0,0.0,0,0,0,0,,False,0,0
299,299,2007-09-14,162,8,2,10,,0,0.0,0.0,0,0,0,50,,False,0,0
